name1,type1,ref1,strand1,left1,right1,name2,type2,ref2,strand2,left2,right2,nb_ints,nb_multi,in_libs,fisher_pvalue,fisher_fdr,odds_ratio,bp_pvalue,bp_fdr,meanlen1,nms1,meanlen2,nms2
VC1461,CDS_UTRS,NC_002505,-,1570993,1571309,Vcr096,sRNA,NC_002506,-,243936,243986,2383,0,true,0.0,0.0,5044.71595381145,9.227472563316905e-6,0.00042392094540885303,28,0.2438,28,0.2316
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr001,sRNA,NC_002505,+,21901,21941,2260,1,true,1.0,1.0,0.12875800030554782,2.9655697633029173e-6,0.00014942645065416636,28,0.2407,28,0.2403
VC1149,CDS_UTRS,NC_002505,-,1220318,1222019,Vcr001,sRNA,NC_002505,+,21901,21941,2184,3,true,0.0,0.0,35.05184693838709,0.12419583286908326,0.6237745689437558,28,0.2605,28,0.2358
VC1872,CDS_UTRS,NC_002505,+,2014835,2016961,FarS,sRNA,NC_002505,-,2266017,2266134,2138,2,true,0.0,0.0,68.55852801925413,5.415850698039775e-6,0.00026436121219806653,28,0.2297,28,0.2268
VC1898,CDS_UTRS,NC_002505,+,2044294,2046597,VSsrna24,sRNA,NC_002505,+,106481,106537,1982,1,true,0.0,0.0,10.34925700649909,0.9999997819923551,1.0,28,0.2492,28,0.2326
Vcr017,sRNA,NC_002505,-,350275,350367,VSsrna24,sRNA,NC_002505,+,106481,106537,1742,0,true,1.0,1.0,0.5805510568338296,0.9999999999999609,1.0,28,0.2543,28,0.2451
rpoB,CDS_UTRS,NC_002505,+,340254,344451,Vcr017,sRNA,NC_002505,-,350275,350367,1671,0,true,0.0,0.0,159.41565979003133,0.9999996390935587,1.0,28,0.2454,28,0.2382
VC1043,CDS_UTRS,NC_002505,-,1111380,1112947,FarS,sRNA,NC_002505,-,2266017,2266134,1572,0,true,0.0,0.0,72.08238232605908,0.004171452294434129,0.08687744645208147,28,0.2335,28,0.2099
Vcr229,sRNA,NC_002506,+,897527,897726,Vcr228,sRNA,NC_002506,+,787266,787431,1544,0,true,0.0,0.0,50.1844399948317,3.1888379845456354e-26,7.115664188371832e-24,28,0.2312,28,0.2383
VC2469,CDS_UTRS,NC_002505,+,2650006,2652058,Vcr017,sRNA,NC_002505,-,350275,350367,1517,0,true,0.0,0.0,114.39938011219799,1.0,1.0,28,0.238,28,0.2017
QrrX,sRNA,NC_002506,-,776823,776968,Qrr3,sRNA,NC_002506,+,772258,772365,1450,2,true,0.0,0.0,172.26261655528666,2.0668021003776968e-60,8.070862201974906e-58,28,0.2297,29,0.2166
VC0305,CDS_UTRS,NC_002505,-,316344,317860,VqmR,sRNA,NC_002506,+,1031438,1031588,1341,1,true,0.0,0.0,366.45211440794094,0.8980942049518547,0.9880893820169968,28,0.2468,28,0.2312
VC0567,CDS_UTRS,NC_002505,-,601073,601774,Vcr001,sRNA,NC_002505,+,21901,21941,1299,2,true,0.0,0.0,35.090442567212264,0.00047107073705414317,0.013139508772831637,28,0.2294,28,0.214
VC0348,CDS_UTRS,NC_002505,+,370445,371757,Vcr001,sRNA,NC_002505,+,21901,21941,1263,3,true,0.0,0.0,37.89077787679052,0.00788239294470778,0.13098189127269733,28,0.2359,28,0.2146
VC0671,CDS_UTRS,NC_002505,+,716880,717661,Vcr017,sRNA,NC_002505,-,350275,350367,1220,0,true,0.0,0.0,178.84755591273492,0.9984677710016836,1.0,28,0.2336,28,0.218
FarS,sRNA,NC_002505,-,2266017,2266134,VC1872,CDS_UTRS,NC_002505,+,2014835,2016961,1219,0,true,0.0,0.0,13.248440993824465,1.0050484522265036e-5,0.0004485387663936567,27,0.2313,28,0.2207
Vcr017,sRNA,NC_002505,-,350275,350367,Vcr001,sRNA,NC_002505,+,21901,21941,1213,0,true,1.0,1.0,0.6345790896915604,0.9899633650869508,1.0,28,0.2976,28,0.2143
VC1760,CDS_UTRS,NC_002505,-,1897970,1901459,Vcr001,sRNA,NC_002505,+,21901,21941,1167,1,true,0.0,0.0,31.019998449305866,0.04369150670558919,0.38557137556005827,28,0.2674,28,0.2254
rplQ,CDS_UTRS,NC_002505,-,2750912,2751498,FarS,sRNA,NC_002505,-,2266017,2266134,1147,0,true,0.0,0.0,72.7987382451221,0.03078298395156563,0.3185606689582651,28,0.2371,28,0.2293
MicX,sRNA,NC_002506,-,893273,893616,OppZ,sRNA,NC_002505,+,1164273,1164325,1098,0,true,1.0,1.0,0.2620788416621056,0.0058403074763319325,0.10860190807179142,28,0.2386,28,0.2259
VcdRP,sRNA,NC_002505,-,2433387,2433692,Vcr034,sRNA,NC_002505,-,756018,756164,1049,0,true,0.0,0.0,3129.995060279541,0.9999908660565746,1.0,28,0.2479,28,0.2154
FarS,sRNA,NC_002505,-,2266017,2266134,VCA1072,CDS_UTRS,NC_002506,-,1022807,1023541,1026,1,true,0.0,0.0,34.21123640240384,0.11145241285428362,0.5894755469255666,28,0.2427,28,0.2076
VC0583,CDS_UTRS,NC_002505,-,612366,613376,Qrr3,sRNA,NC_002506,+,772258,772365,1014,1,true,0.0,0.0,212.1088210378698,0.029402331482280067,0.3185606689582651,28,0.2229,28,0.2209
Vcr036,sRNA,NC_002505,-,840378,840471,VrrA,sRNA,NC_002505,+,1878684,1878823,936,0,true,0.0,0.0,92.89822036947032,7.50693702749393e-17,1.3028706263272796e-14,28,0.2457,28,0.219
atpC,CDS_UTRS,NC_002505,-,2949562,2950107,Vcr017,sRNA,NC_002505,-,350275,350367,912,1,true,0.0,0.0,152.69630290436595,0.733751875180235,0.9476586086956523,28,0.2368,28,0.2303
VC2367,CDS_UTRS,NC_002505,-,2523852,2524435,Vcr001,sRNA,NC_002505,+,21901,21941,905,0,true,0.0,0.0,34.96625230114744,0.007052894425181761,0.12378225946217877,28,0.2508,28,0.2287
Vcr017,sRNA,NC_002505,-,350275,350367,FarS,sRNA,NC_002505,-,2266017,2266134,905,0,true,0.01467249086963693,0.04862060699938513,1.080800885020226,0.3838046698385597,0.815953433962264,28,0.232,28,0.2265
sucA,CDS_UTRS,NC_002505,-,2246650,2249504,Vcr001,sRNA,NC_002505,+,21901,21941,893,1,true,3.1691540182668687e-246,4.39005761546804e-245,5.257234568481709,0.0014625824069099012,0.03514698030143486,28,0.1993,27,0.2027
VC2271,CDS_UTRS,NC_002505,-,2425321,2426424,Vcr017,sRNA,NC_002505,-,350275,350367,869,0,true,0.0,0.0,160.73266126888666,0.9992242734679292,1.0,28,0.2382,28,0.2094
VC1558,CDS_UTRS,NC_002505,-,1669192,1670828,VSsrna24,sRNA,NC_002505,+,106481,106537,860,1,true,0.0,0.0,25.676386305751347,0.15142926939681992,0.6659133827160495,29,0.2628,28,0.2314
VC2348,CDS_UTRS,NC_002505,-,2504358,2505619,Vcr017,sRNA,NC_002505,-,350275,350367,856,0,true,0.0,0.0,142.96496765360212,0.9999979709499087,1.0,28,0.2255,28,0.2255
MicX,sRNA,NC_002506,-,893273,893616,FarS,sRNA,NC_002505,-,2266017,2266134,854,0,true,1.0,1.0,0.6638127321325288,0.36522324876155393,0.815953433962264,28,0.2295,28,0.2342
VCA0919,CDS_UTRS,NC_002506,+,871122,871725,Vcr017,sRNA,NC_002505,-,350275,350367,842,0,true,0.0,0.0,97.08882723137735,0.967294010312936,1.0,28,0.2233,28,0.2173
Vcr017,sRNA,NC_002505,-,350275,350367,GcvB,sRNA,NC_002505,-,954718,954922,770,1,true,0.0,0.0,24.230724470422665,0.9999998321429797,1.0,28,0.239,28,0.2026
VC0244,CDS_UTRS,NC_002505,+,250455,251558,VqmR,sRNA,NC_002506,+,1031438,1031588,767,0,true,0.0,0.0,312.19004132157636,0.24687037569165451,0.743536097845913,28,0.2308,28,0.2216
VC2095,CDS_UTRS,NC_002505,-,2255954,2257854,Vcr017,sRNA,NC_002505,-,350275,350367,766,0,true,0.0,0.0,159.64092892356408,0.9999979811861068,1.0,28,0.2298,28,0.2376
FarS,sRNA,NC_002505,-,2266017,2266134,VC1043,CDS_UTRS,NC_002505,-,1111380,1112947,756,0,true,4.4787347e-317,7.00839045e-316,11.54568417658838,0.059263388481024984,0.43846760000000023,28,0.2196,28,0.2249
MicX,sRNA,NC_002506,-,893273,893616,Vcr001,sRNA,NC_002505,+,21901,21941,756,0,true,1.0,1.0,0.24675628128983493,0.8211767631826579,0.9687925590433482,28,0.25,28,0.2447
VCA0545,CDS_UTRS,NC_002506,+,481778,483920,VSsrna24,sRNA,NC_002505,+,106481,106537,748,1,true,1.453795422494536e-162,1.6944236303557005e-161,4.695080666270767,0.00029862216904887295,0.008800902416119614,28,0.238,28,0.2233
VC1492,CDS_UTRS,NC_002505,-,1597545,1602516,Vcr001,sRNA,NC_002505,+,21901,21941,726,0,true,0.0,0.0,35.52123186552396,9.970942013662523e-5,0.003622002657056014,28,0.2493,28,0.2135
VC2467,CDS_UTRS,NC_002505,-,2649174,2649946,Vcr001,sRNA,NC_002505,+,21901,21941,721,0,true,0.0,0.0,30.729799639787675,0.00491279507670302,0.09358275499768434,28,0.2164,29,0.2164
FarS,sRNA,NC_002505,-,2266017,2266134,rplQ,CDS_UTRS,NC_002505,-,2750912,2751498,713,0,true,0.0,0.0,15.52144656242767,0.08976118588253354,0.5469766642066423,28,0.2553,28,0.2202
VC0243,CDS_UTRS,NC_002505,+,249323,250444,Vcr001,sRNA,NC_002505,+,21901,21941,706,2,true,1.0923655258020389e-144,1.255848801772412e-143,3.8464340557193326,0.02859651810699858,0.3185606689582651,28,0.2465,28,0.221
VSsrna24,sRNA,NC_002505,+,106481,106537,VqmR,sRNA,NC_002506,+,1031438,1031588,704,1,true,0.9999999999999996,1.0,0.7381232925131684,1.0,1.0,28,0.2216,28,0.2372
fliD,CDS_UTRS,NC_002505,-,2293738,2295738,Vcr001,sRNA,NC_002505,+,21901,21941,701,0,true,0.0,0.0,33.98985552913547,4.442130987073326e-13,5.7821738348404456e-11,28,0.2325,28,0.2268
Vcr229,sRNA,NC_002506,+,897527,897726,CarZ,sRNA,NC_002505,-,2553978,2554044,699,0,true,0.0,0.0,59.38166157379587,1.1114874326182755e-8,8.680716848748731e-7,28,0.2361,28,0.2232
VC0533,CDS_UTRS,NC_002505,+,563723,564695,Vcr043,sRNA,NC_002505,+,1114590,1114749,668,0,true,0.0,0.0,70.50518005166408,0.2961081678026451,0.7657631756750525,28,0.2425,28,0.226
Vcr222,sRNA,NC_002505,-,2783840,2783908,Vcr001,sRNA,NC_002505,+,21901,21941,658,1,true,1.0,1.0,0.03204666331351981,0.7460225551275597,0.9551534681223346,28,0.3161,27,0.2219
VC0731,CDS_UTRS,NC_002505,-,786499,787489,Vcr043,sRNA,NC_002505,+,1114590,1114749,652,0,true,0.0,0.0,983.4509160802284,0.19255296208101244,0.7259883125000001,28,0.2546,28,0.1994
aphA,CDS_UTRS,NC_002505,+,2821322,2822240,VSsrna24,sRNA,NC_002505,+,106481,106537,643,0,true,2.2327348931400634e-81,2.434401270584972e-80,2.898860573466044,0.9963022360798426,1.0,28,0.2333,28,0.2379
MicX,sRNA,NC_002506,-,893273,893616,VCA0689,CDS_UTRS,NC_002506,-,627699,628074,639,0,true,0.0,0.0,35.642024907971816,0.05597402572564392,0.43846760000000023,28,0.2144,28,0.2003
VC0604,CDS_UTRS,NC_002505,+,633758,636564,Vcr001,sRNA,NC_002505,+,21901,21941,636,0,true,0.0,0.0,34.698530708828734,0.0028603811147704513,0.0657046367834036,28,0.2123,28,0.2374
VC0553,CDS_UTRS,NC_002505,+,586646,587107,Vcr017,sRNA,NC_002505,-,350275,350367,634,0,true,0.0,0.0,144.03099861210598,0.8869899103293867,0.9880893820169968,28,0.2666,28,0.2445
Vcr017,sRNA,NC_002505,-,350275,350367,VC0247,CDS_UTRS,NC_002505,+,253651,254466,631,0,true,0.0,0.0,181.62475737129319,0.9999999848069326,1.0,28,0.2694,28,0.2314
MicX,sRNA,NC_002506,-,893273,893616,Vcr214,sRNA,NC_002505,+,2376028,2376142,631,1,true,8.456521216023418e-268,1.2111458351762354e-266,6.827386277316927,0.0015931186529081335,0.03770380811882583,28,0.2108,28,0.1918
VC0298,CDS_UTRS,NC_002505,-,304932,307171,Vcr001,sRNA,NC_002505,+,21901,21941,626,0,true,0.0,0.0,46.899928271038895,0.31709494213378714,0.7772042709867452,28,0.238,28,0.2284
VSsrna24,sRNA,NC_002505,+,106481,106537,OppZ,sRNA,NC_002505,+,1164273,1164325,624,0,true,1.0,1.0,0.05465277791222315,5.907881285027759e-12,7.098546590164123e-10,28,0.2276,28,0.2179
VC0137,CDS_UTRS,NC_002505,+,131385,132811,VSsrna24,sRNA,NC_002505,+,106481,106537,618,0,true,5.4181766981193516e-285,8.032209315633074e-284,21.19781743760595,0.8008075018191285,0.9614439662317729,28,0.2249,28,0.1974
VCA0156,CDS_UTRS,NC_002506,-,172609,172962,Vcr017,sRNA,NC_002505,-,350275,350367,609,0,true,0.0,0.0,138.20011303217802,0.059804869206134856,0.43846760000000023,28,0.2381,28,0.2611
Vcr229,sRNA,NC_002506,+,897527,897726,VqmR,sRNA,NC_002506,+,1031438,1031588,601,0,true,0.01171447916625168,0.041417300817919125,1.1035048391682292,4.244311459405773e-5,0.0016999011537414915,28,0.2263,28,0.1997
FarS,sRNA,NC_002505,-,2266017,2266134,VrrA,sRNA,NC_002505,+,1878684,1878823,597,0,true,1.0,1.0,0.30914615667833306,0.21351145333989072,0.7411219780375762,28,0.2312,28,0.2328
VC2677,CDS_UTRS,NC_002505,-,2843953,2845198,Vcr001,sRNA,NC_002505,+,21901,21941,589,1,true,0.0,0.0,32.42718847580773,0.24490864301919718,0.743536097845913,28,0.2207,28,0.2122
VC0655,CDS_UTRS,NC_002505,+,700105,700711,Vcr017,sRNA,NC_002505,-,350275,350367,577,1,true,0.0,0.0,140.94581011001847,0.006231920642228128,0.11061659139954927,28,0.2478,28,0.2132
VqmR,sRNA,NC_002506,+,1031438,1031588,Vcr001,sRNA,NC_002505,+,21901,21941,573,0,true,3.2501393798047945e-15,3.156744570040289e-14,1.4656880181274585,0.997012198535382,1.0,28,0.2548,29,0.2234
CsrB,sRNA,NC_002505,-,196519,196932,VrrA,sRNA,NC_002505,+,1878684,1878823,565,0,true,0.0,0.0,502.8970808830464,5.1811618954778984e-9,4.2594604635455145e-7,28,0.2425,28,0.2531
VC0112,CDS_UTRS,NC_002505,+,107209,108166,Vcr001,sRNA,NC_002505,+,21901,21941,562,0,true,0.0,0.0,33.922389904391224,0.00861904520296139,0.13879328460851226,28,0.2722,28,0.2313
VC2086,CDS_UTRS,NC_002505,-,2245324,2246621,FarS,sRNA,NC_002505,-,2266017,2266134,552,0,true,1.1961776561748976e-48,1.247864345021961e-47,2.090426230247674,0.2656338443351146,0.7565009900332225,28,0.212,27,0.2264
gltD_2,CDS_UTRS,NC_002505,+,2542134,2543642,Vcr001,sRNA,NC_002505,+,21901,21941,551,0,true,0.0,0.0,31.556096875194058,0.0004992686328623209,0.013681712360192022,28,0.2214,28,0.2232
OppZ,sRNA,NC_002505,+,1164273,1164325,Vcr222,sRNA,NC_002505,-,2783840,2783908,550,0,true,3.127765833852954e-55,3.303702662007183e-54,2.174440154623013,4.144056867930886e-35,1.2946033655416086e-32,28,0.2636,28,0.2255
FarS,sRNA,NC_002505,-,2266017,2266134,VqmR,sRNA,NC_002506,+,1031438,1031588,549,0,true,1.0,1.0,0.25288407428021387,0.9197711517734377,1.0,27,0.2113,28,0.2022
VC1442,CDS_UTRS,NC_002505,-,1538127,1539760,Vcr017,sRNA,NC_002505,-,350275,350367,546,0,true,1.4567406638988294e-292,2.1786652406982494e-291,10.142590341708456,0.9999999518770285,1.0,28,0.2509,28,0.2509
VC0533,CDS_UTRS,NC_002505,+,563723,564695,Qrr3,sRNA,NC_002506,+,772258,772365,535,0,true,0.0,0.0,41.5818306451131,0.02402813860189149,0.2865034541691184,28,0.2355,28,0.2449
VC2669,CDS_UTRS,NC_002505,-,2836660,2837210,Vcr017,sRNA,NC_002505,-,350275,350367,522,0,true,0.0,0.0,144.0437678713458,0.3548465899447779,0.8139065690069649,28,0.2395,28,0.2222
oppA,CDS_UTRS,NC_002505,+,1158468,1160373,Vcr220,sRNA,NC_002505,+,2653872,2654007,518,0,true,0.0,0.0,1205.1827087887873,0.24319688600874664,0.743536097845913,28,0.2355,28,0.222
VSsrna24,sRNA,NC_002505,+,106481,106537,VadR,sRNA,NC_002506,+,3202,3285,515,0,true,1.0,1.0,0.4278307074343854,0.9999883096096917,1.0,28,0.2175,27,0.1942
VC1442,CDS_UTRS,NC_002505,-,1538127,1539760,Vcr001,sRNA,NC_002505,+,21901,21941,514,0,true,8.301073866850672e-69,8.823153984262665e-68,2.762950595173045,0.8870829056576257,0.9880893820169968,28,0.2237,28,0.2198
CsrD,sRNA,NC_002506,-,783782,784129,VSsrna24,sRNA,NC_002505,+,106481,106537,512,1,true,3.840508969655324e-234,5.192368126973998e-233,20.434300170671197,2.74176559758539e-24,5.353297329285473e-22,28,0.2324,28,0.2227
VC0249,CDS_UTRS,NC_002505,+,254753,256168,VqmR,sRNA,NC_002506,+,1031438,1031588,509,0,true,0.0,0.0,344.00608025253246,0.6141161443385532,0.9140578521983161,28,0.2613,27,0.222
VCA0892,CDS_UTRS,NC_002506,-,844999,845505,Vcr043,sRNA,NC_002505,+,1114590,1114749,506,0,true,0.0,0.0,989.8257411619337,0.2826401499095508,0.7565009900332225,28,0.2352,28,0.2213
MicX,sRNA,NC_002506,-,893273,893616,VSsrna24,sRNA,NC_002505,+,106481,106537,499,0,true,1.0,1.0,0.09613074318073761,0.6478866943987309,0.9273745609973286,27,0.2305,28,0.2385
VSsrna24,sRNA,NC_002505,+,106481,106537,Vcr017,sRNA,NC_002505,-,350275,350367,498,0,true,1.0,1.0,0.20684182136143603,0.9999997224509594,1.0,28,0.2209,28,0.2289
CarZ,sRNA,NC_002505,-,2553978,2554044,Vcr001,sRNA,NC_002505,+,21901,21941,495,1,true,2.259151606311019e-126,2.495402754683413e-125,4.763662827324109,0.00012116281383279421,0.00420569589348499,29,0.3313,28,0.2465
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0278,CDS_UTRS,NC_002506,-,296306,297813,491,0,true,0.0,0.0,260.3170938611767,0.99527751705181,1.0,28,0.2485,28,0.2281
pyrH,CDS_UTRS,NC_002505,-,2413472,2414323,Vcr017,sRNA,NC_002505,-,350275,350367,491,0,true,0.0,0.0,150.8358614609875,0.29256521826777127,0.7578555073536629,28,0.2444,28,0.2138
VC0403,CDS_UTRS,NC_002505,+,429391,430236,Vcr001,sRNA,NC_002505,+,21901,21941,485,0,true,5.259810478324124e-304,8.008179917448441e-303,33.5749542122119,7.927822970312746e-5,0.0030203071901532944,27,0.2041,29,0.2041
VC0247,CDS_UTRS,NC_002505,+,253651,254466,Vcr017,sRNA,NC_002505,-,350275,350367,482,0,true,0.0,0.0,65.89230184716952,0.9996874971190352,1.0,28,0.2261,28,0.2344
VC0243,CDS_UTRS,NC_002505,+,249323,250444,Vcr017,sRNA,NC_002505,-,350275,350367,480,0,true,7.547480812684367e-206,9.518837741370582e-205,7.138394679197651,0.23409130261073105,0.743536097845913,27,0.2396,28,0.2417
VC0079,CDS_UTRS,NC_002505,+,77366,77792,Vcr017,sRNA,NC_002505,-,350275,350367,475,0,true,0.0,0.0,153.36242039426855,0.7613253440285583,0.9555479302694136,28,0.1958,28,0.2084
grxA,CDS_UTRS,NC_002505,-,1217146,1217709,OppZ,sRNA,NC_002505,+,1164273,1164325,470,0,true,6.98843734442255e-251,9.84204926006176e-250,28.999483245566864,0.8224146442327083,0.9687925590433482,28,0.2468,28,0.2532
Vcr083,sRNA,NC_002505,+,2472404,2472599,Spot42,sRNA,NC_002505,+,106076,106185,469,1,true,0.0,0.0,896.7908929052943,0.9994002750603739,1.0,29,0.2601,28,0.2345
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr017,sRNA,NC_002505,-,350275,350367,464,0,true,1.0,1.0,0.08596500878657949,0.479165076336431,0.8600298038331453,28,0.2392,28,0.2349
dnaA,CDS_UTRS,NC_002505,+,7197,8844,Vcr214,sRNA,NC_002505,+,2376028,2376142,464,0,true,0.0,0.0,1501.252223547925,0.9790587537925367,1.0,28,0.2629,28,0.2651
VSsrna24,sRNA,NC_002505,+,106481,106537,Vcr043,sRNA,NC_002505,+,1114590,1114749,463,0,true,1.0935128111029088e-10,1.0266870282021756e-9,1.3920037417414446,0.9999999984773658,1.0,28,0.2138,28,0.1922
VCA0172,CDS_UTRS,NC_002506,-,189226,190182,Vcr214,sRNA,NC_002505,+,2376028,2376142,463,0,true,0.0,0.0,1418.6175867069505,0.9443922195343701,1.0,28,0.2138,27,0.2009
Vcr067,sRNA,NC_002505,+,1801887,1802121,Vcr214,sRNA,NC_002505,+,2376028,2376142,448,0,true,0.0,0.0,1254.6572171358648,0.10453859591794434,0.5894755469255666,28,0.2522,27,0.2121
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr043,sRNA,NC_002505,+,1114590,1114749,432,0,true,1.0,1.0,0.5783657662572624,0.9999999512993945,1.0,28,0.2477,28,0.2199
VC0036,CDS_UTRS,NC_002505,-,34311,35935,Vcr001,sRNA,NC_002505,+,21901,21941,432,1,true,2.2423427736715593e-273,3.2389395619700305e-272,35.0809503824607,0.0008665731144722509,0.021878090015980036,28,0.213,28,0.2222
VC1354:VC1350,IGR,NC_002505,-,1441390,1444611,Vcr001,sRNA,NC_002505,+,21901,21941,430,0,true,4.73982466390359e-275,6.965481462606146e-274,37.066672975584694,0.24895606861294015,0.743536097845913,28,0.2233,28,0.186
VC2217,CDS_UTRS,NC_002505,-,2371285,2374336,Vcr017,sRNA,NC_002505,-,350275,350367,429,0,true,0.0,0.0,154.18584522031242,0.990985701286659,1.0,28,0.2401,28,0.2424
VC2529,CDS_UTRS,NC_002505,+,2711883,2713373,Vcr001,sRNA,NC_002505,+,21901,21941,429,0,true,1.7311217708914776e-273,2.522065338626377e-272,36.41953712847995,0.0032090463628059985,0.07059901998173197,28,0.2284,29,0.2401
Vcr229,sRNA,NC_002506,+,897527,897726,Vcr017,sRNA,NC_002505,-,350275,350367,426,0,true,1.0,1.0,0.3120111792903833,1.6624273604819785e-8,1.1290050161186307e-6,28,0.2559,28,0.2465
VSsrna24,sRNA,NC_002505,+,106481,106537,VrrA,sRNA,NC_002505,+,1878684,1878823,424,0,true,1.0,1.0,0.4778707809217576,0.998793010905905,1.0,28,0.2052,28,0.2123
Vcr017,sRNA,NC_002505,-,350275,350367,VrrA,sRNA,NC_002505,+,1878684,1878823,418,0,true,1.0653686828244732e-27,1.0717101630793808e-26,1.8246580966957697,1.0,1.0,28,0.2488,28,0.244
FarS,sRNA,NC_002505,-,2266017,2266134,VadR,sRNA,NC_002506,+,3202,3285,415,0,true,1.0,1.0,0.1530331829447543,0.9645572399692612,1.0,28,0.241,28,0.2313
VC2059,CDS_UTRS,NC_002505,-,2214137,2214661,VSsrna24,sRNA,NC_002505,+,106481,106537,414,0,true,9.228786938200539e-77,9.934171927107586e-76,3.9272854198948477,0.00013911538114536946,0.004723874464110154,29,0.2415,28,0.2488
Vcr228,sRNA,NC_002506,+,787266,787431,Vcr229,sRNA,NC_002506,+,897527,897726,409,0,true,0.0,0.0,49.37838269174016,1.2434709513307396e-8,9.24905536180293e-7,28,0.2445,28,0.2836
recR,CDS_UTRS,NC_002505,+,1125183,1125985,OppZ,sRNA,NC_002505,+,1164273,1164325,406,0,true,1.6292943251393174e-219,2.1345018678181755e-218,30.701741866053787,8.835673684988845e-11,9.85808735425184e-9,28,0.2414,28,0.197
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0919,CDS_UTRS,NC_002506,+,871122,871725,398,0,true,0.0,0.0,93.27651183140904,0.9341548863073487,1.0,28,0.2638,28,0.2638
